ean;categoria;subcategoria;producto;id;precio;precio_oferta;precio_con_envio;precio_con_envio_e_instalacion;vendedor;oferta;coste_envio;coste_instalacion;rating_avg;rating_count;stock;tiempo_entrega;marketplace
4242003715291;Large Appliances;;Siemens EX-675LYC1E Countertop with 2 spotlights, flexind;B01GI18WHM;896;896.02;896.02;;;;;;3.8;47;InStock;Thursday, 11 December;amazon
8435484016360;;;Cecotec Cafetera Superautomática Compacta Cumbia Cremmaet Compact. 1350 W, 19 Bares y Sistema Thermoblock, Depósito 1,1 L de Agua y 150 gr de Café, Plug&Play, Limpieza Automática;B0BPZRPT6M;187;187.76;187.76;;PACIJO;;;;3.5;192;InStock;16 - 17 December;amazon
8421152127162;Large Appliances;;Teka MWE 255 FI – Built-in Microwave with Grill, Capacity 25 L, 5 Power Levels, Output 900 W, Microwave with Grill 25 L, Stainless Steel, Grey and Black;B010CT4R16;259;197.99;197.99;;;-24%;;;4.3;1607;InStock;Monday, 15 December;amazon
6941812710463;;;XIAOMI 14T – 12+256GB Smartphone, Leica Summilux Lenses, MediaTek Dimensity 8300 Ultra, 6.67'' 144Hz AMOLED Display, HyperCharge 67W, Titanium Blue (ES Version);B0DJ33DQC2;8;;;;MIDOGE;;;;4.6;180;InStock;11 - 12 December;amazon
5025232964772;;;Panasonic Lumix DC-FZ82DE-K Bridge Camera with 20-1200mm F2.8-5.9 Lens, 18.1 MP, 4K Video and Photography, Live View OLED Viewer, LCD Touchscreen, USB-C, Black;B0D8QFQC8W;479.99;441.82;441.82;;Amazon UK;-8%;;;4.1;337;InStock;12 - 13 January;amazon
711719581574;;;Playstation 5 Consola Digital Modelo Slim y 2 Mandos Inalámbrico Dualsense;B0CQMF3VJK;559.99;542.66;542.66;;D2 Trade;-3%;;;4.7;886;InStock;Friday, 12 December;amazon
1200130018602;;;JBL GO Essential 2, Portable Bluetooth Speaker with Pro Sound, Up to 5 Hours of Runtime, IP67 Waterproof, Red;B0DSCJHJ4M;34.99;28.9;28.9;;;-17%;;;4.6;627;InStock;Thursday, 11 December;amazon
8806096061404;;;LG S40TR - Smart Sound Bar, 400W Power and 4.1 Channels, with Artificial Intelligence, Eco Smart Green Product, Dolby Atmos Surround Sound and DTS;B0D4MLPD9H;189;189.0;189.0;;;;;;4.2;78;InStock;Saturday, 20 December;amazon
8806097122241;;;Samsung TV 43 Inch QLED Q7F 4K Smart TV with Vision AI, 100% Color Volume Quantum Dot and over 500 Channels TV Plus;B0F225N6PT;563.84;326.8;326.8;;HQ ELECTRO;-42%;;;4.4;279;InStock;12 - 15 December;amazon
6932554425173;;;"XIAOMI Redmi A5 - 4+128GB Smartphone, 6.88"" 120Hz Immersive Display, Powerful Octa Core Processor, 32MP Dual AI Camera, 5100mAh, Charger Not Included, Green (ES Version)";B0F3HZ9P5W;73;73.98;73.98;;PELA LUXURY MARKET S.R.L.;;;;4.3;56;InStock;12 - 13 December;amazon
4242005464449;Large Appliances;;Bosch - Multifunction Oven, Series 4, 60 cm. wide, Water cleaning assistant, 3D Hotair, Steel, HBA514ES3;B0DJBRG14X;296;296.44;296.44;;;;;;4.5;70;InStock;Monday, 15 December;amazon
6932554405472;;;Xiaomi Redmi Note 14 5G 256GB Coral Green;B0DPHS3QKZ;213.04;170.99;170.99;;ALPHA ORIZONT S.R.L.;-20%;;;4.4;749;InStock;Thursday, 11 December;amazon
8436042554140;;;PRIXTON VC400 Vintage Vinyl Record Player, Bluetooth and USB Music Player, Vinyl Digitization, 2 Built-in Speakers, Suitcase Design, Red;B071WMFMFT;59.99;51.0;51.0;;;-15%;;;4.3;4038;InStock;Monday, 8 December;amazon
810043370097;;;Cosori Premium Chef Edition Oil-Free Fryer 1700 W White 5.5 L;B0B4VSPG3L;99;;;;;;;;4.0;2;InStock;;amazon
195949771132;Apple Products;;Apple iPhone 16 Pro (128 GB) - Titanio negro;B0DGJPPSQH;991;;;;Amazon Segunda mano;;;;4.5;1398;InStock;Thursday, 18 December;amazon
195949997570;Apple Products;;Apple 11-inch iPad Air with M3 Chip designed for Apple Intelligence, Liquid Retina Display, 128GB, 12MP Front/Rear Camera, Wi-Fi 6E, Touch ID and Full-Day Battery Life — Blue;B0DZ76441X;551;;;;Amazon Segunda mano;;;;4.8;1072;InStock;Wednesday, 17 December;amazon
8426156015156;;;"Grunkel - Industrial Floor Fan 100W and 18"" diameter - MET-H18 INDUSTRIAL - With 3 different speeds and adjustable tilt angle";B07VCYW2Z7;48;;;;;;;;4.5;98;InStock;;amazon
6941812738498;Sports & Outdoors;;XIAOMI Redmi 14C 6.88- 4G 8GB/256GB Blue;B0DHZFKSSK;149;149.99;149.99;;ElectroSmartEU;;;;4.5;578;InStock;Thursday, 11 December;amazon
5099206113176;;;Logitech G PRO X SUPERLIGHT 2, 60g Pro-Grade Wireless Gaming Mouse with 5 Programmable Buttons, 44,000 DPI Sensor, 8kHz Response Speed, USB-C Charging for PC/Mac - Pink;B07W6HMSDB;169;129.99;129.99;;;-23%;;;4.6;2827;InStock;Friday, 12 December;amazon
4242005285365;Large Appliances;;Bosch - Induction hob, 60 cm, 3 zones, 28 cm zone Sprint function, Black, PUJ631BB5E;B09XNGWRBW;301;;;;;;;;4.3;546;InStock;;amazon
8806095851464;;;Samsung S931 Galaxy S25 5G (6.2'' - 12/256GB) Silver - Italian, Hungarian, Polish, Romanian, Austrian and Swiss versions.;B0DXZT2L55;711;711.25;711.25;;BigAma;;;;5.0;6;InStock;18 - 22 December;amazon
8720389014888;;;Philips 5000 Series Airfryer HD9255/60 Airfryer connected series 5000;B0BJNW9H1K;126;126.07;126.07;;MERCAMICRO;;;;4.6;691;InStock;Wednesday, 10 December;amazon
195949772276;Apple Products;;Apple iPhone 16 Pro (256 GB) - Titanio color desierto;B0DGJJFXWB;1364;;;;Amazon Segunda mano;;;;4.5;1398;InStock;Saturday, 13 December;amazon
8806088922980;Large Appliances;;SAMSUNG DW60M6040FW – Dishwasher Free Installation 13 Cutlery A++ with Hygiene Function;B075GWM3TB;369;;;;;;;;3.9;332;InStock;;amazon
4548736142862;;;Sony WH-CH520 Wireless Bluetooth Headphones - Sound - Lightweight Design - 50H Battery - Fast Charging EQ - Clear Calls - iOS & Android - Blue;B0BTJ8ZXG5;33.99;29.99;29.99;;;-12%;;;4.6;34523;InStock;Saturday, 13 December;amazon
6941812737118;;;"XIAOMI Redmi Note 14 Pro 5G - 8+256GB Smartphone, 6.67"" AMOLED FHD+ 120Hz Display, MediaTek Dimensity 7300-Ultra, 200MP Camera, 5110mAh, Charger Not Included, Black (ES Version)";B0DPHMDQKR;217.58;;217.58;;ALPHA ORIZONT S.R.L.;-11%;;;4.3;1357;InStock;9 - 10 December;amazon
6941812712153;;;XIAOMI 14T – 12+256GB Smartphone, Leica Summilux Lenses, MediaTek Dimensity 8300 Ultra, 6.67'' 144Hz AMOLED Display, HyperCharge 67W, Titanium Grey (ES Version);B0DJ35H4MF;349;349.0;349.0;;2b-store;;;;4.4;299;InStock;Friday, 19 December;amazon
1200130010224;;;JBL Clip 5, Portable Wireless Bluetooth Speaker, IP67 Waterproof & Dustproof, Up to 12h Playtime Playtime & More with Playtime Boost Activated, Camo;B0CX95S55W;69;69.99;69.99;;;;;;4.8;3740;InStock;6 February - 14 June, 2026;amazon
8007403117269;;;Bellissima Imetec My Pro GH18 1100 Air Styling Brush, Ceramic Coating, 5 Accessories for Straight and Luminous Hair, Soft Waves or Deep Curls, 1000 W, White, Standard;B07W3VJQZD;34.9;33.9;33.9;;;-3%;;;4.2;13420;InStock;Thursday, 11 December;amazon
6932554401733;;;"XIAOMI Redmi Note 14 Pro+ 5G - Smartphone 12+512GB, 6.67"" AMOLED FHD+ 120Hz Display, Snapdragon 7s Gen 3, 200MP Camera, HyperCharge 120W, 5110mAh, Charger Not Included, Blue (ES Version)";B0DRFYP6QP;299;;;;;;;;4.5;238;InStock;;amazon
195949544583;Apple Products;;Apple AirPods MAX Professional Level Active Noise Cancelling Wireless On-Ear Headphones Ambient Sound Mode, Custom Spatial Audio, USB C Charging, Purple;B0DGJ4SK9M;579;509.0;509.0;;;-12%;;;4.4;2587;InStock;Saturday, 13 December;amazon
4242006250973;Large Appliances;;Balay - Induction hob, 60 cm wide, Black, 3EB967FR;B01LW30PQZ;372;372.61;372.61;;;;;;4.4;607;InStock;Thursday, 11 December;amazon
8445027001647;;;Moonia - Memory Foam Mattress 135 x 200 cm - Double Bed - High Durability Mattress - Anti Dust Mite Mattress - Thickness +/- 30 cm - Premium Hotel Edition Model;B07P5TTHLH;339;339.99;339.99;;HOMEFLEX;;;;4.7;2;InStock;18 - 19 December;amazon
753759279653;Sports & Outdoors;;Garmin Forerunner 55, GPS Running Smartwatch, Workout Plans, Notifications and Wellness Tracking, Turquoise;B0953VK51D;199.99;139.99;139.99;;;-30%;;;4.4;9993;InStock;Wednesday, 10 December;amazon
6941812784860;;;"XIAOMI Redmi Note 14 Pro+ 5G - 12+512GB Smartphone, 6.67"" AMOLED FHD+ 120Hz Display, Snapdragon 7s Gen 3, 200MP Camera, HyperCharge 120W, 5110mAh, Charger Not Included, Black (ES Version)";B0DRFWGZW5;264;;;;;;;;4.5;508;InStock;;amazon
8806095822297;;;Samsung Galaxy A16 LTE 8/256GB Black Free;B0DPHCT2GX;173.99;168.0;168.0;;2b-store;-3%;;;4.3;92;InStock;Thursday, 11 December;amazon
8806095299679;;;Samsung Galaxy S24, Dual, 256GB 8GB Ram, Cobalt Violet;B0CSTD5XYP;349;;;;;;;;4.3;77;InStock;;amazon
5099206097483;;;Logitech G G435 LIGHTSPEED Wireless Gaming Headphones, Lightweight, Built-in Microphone, 18 Hour Battery, Compatible with Dolby Atmos, Bluetooth, PC, PS4, PS5, Mobile, Nintendo Switch - Blue;B07W6JM35X;45;45.9;45.9;;;;;;4.4;18459;InStock;Wednesday, 10 December;amazon
6925281992988;;;JBL Flip 6 Portable Bluetooth Speaker IPX67 Waterproof and Dustproof Speaker, Compatible with JBL PartyBoost, Up to 12h Battery, Blue;B09HGSCL9Q;149.99;105.06;105.06;;;-30%;;;4.7;21560;InStock;21 - 26 January;amazon
6941812736555;;;Xiaomi Mi Electric Shaver S301 Black EU BHR7450EU;B0CGQ4PN9J;39.49;30.0;30.0;;;-24%;;;3.8;23;InStock;16 February - 14 June, 2026;amazon
8806095815664;;;SAMSUNG Galaxy S25 Ultra AI Smartphone 1TB Titanschwarz;B0DTHQVYWR;1299;1299.0;1302.9;;You Get - Innovation & Technology;;;;4.4;51;InStock;10 - 11 December;amazon
8435484017268;;;Cecotec Cafelizzia Fast Express Coffee Maker, 1350 W, Thermoblock, ForceAroma 20 bars, Steerable Steamer, Double Arm, Cup Warmer Tray, Removable Water Tank;B0CL9XPBWK;79;79.9;79.9;;;;;;4.0;10875;InStock;Wednesday, 10 December;amazon
195949544446;Apple Products;;Apple AirPods MAX Pro Level Active Noise Cancelling Wireless On-Ear Headphones Ambient Sound Mode Custom Space Audio USB C Charging Orange;B0DGHM1RCT;579;529.0;529.0;;;-9%;;;4.4;2587;InStock;Thursday, 11 December;amazon
3221616113428;;;Rowenta Handheld Vacuum Cleaner RH6A35WO;B0D45MB2HR;119;;;;;;;;3.8;4;InStock;;amazon
8806095823003;;;Samsung GALAXYA16VERT Smartphone;B0DPHBYP3G;133;133.9;133.9;;Ahorroelectro;;;;4.6;43;InStock;12 - 15 December;amazon
194253715306;Apple Products;;Beats Product - Sandstone;B0C95KFLRF;399.95;179.0;179.0;;;-55%;;;4.2;2302;InStock;Saturday, 13 December;amazon
8021098000484;;;Braun TexStyle 7 Pro SI 7181 Steam Iron 3100W;B09M967FLW;59;;;;;;;;3.6;19;InStock;;amazon
4548736164598;;;Sony ULT Field 3 Portable Bluetooth Speaker with ULT Power Sound, 24 Hour Battery, IP67, Waterproof, Dust and Shock Resistant, Detachable Shoulder Strap, Compact - Forest Grey;B0DZ75JCD8;199;137.0;137.0;;;-31%;;;4.7;1724;InStock;Wednesday, 10 December;amazon
8806097201892;;;"Samsung Galaxy Tab S10 FE 5G 10.9"" WUXGA+ 8GB/128GB 8000mAh 45W Android 15 Grey";B0F3HF2CNC;545;451.99;451.99;;Abracadabra23;-17%;;;3.5;3;InStock;16 - 17 December;amazon
6970100377842;;;"AMAZFIT Bip 6 Smartwatch 46 mm, 14 Day Battery, AMOLED 1.97"", GPS with Maps, AI, Bluetooth Calls, Health and Sleep Tracking, 140+ Sports Modes, 5ATM Water Resistance, Black";B0DYP9R6YT;79.9;69.0;69.0;;;-14%;;;3.8;2866;InStock;Wednesday, 10 December;amazon
10942215714;;;Krups Roma EA810870 Super Automatic Coffee Machine, Conical Metal Grinder with Selection and Coffee Intensity, Steam Nozzle, 2 Nozzles, Includes Cleaning Kit;B00INSX904;329.99;289.0;289.0;;;-12%;;;4.2;10752;InStock;Thursday, 11 December;amazon
8690842522581;Large Appliances;;Beko B3RFNE314W E-Class Vertical Freezer 186.5x59.7 White;B0CTFQJDF6;568;568.65;568.65;;mihogardigital;;;;2.8;3;InStock;12 - 16 December;amazon
3030050153385;;;BaByliss ST482E Straight and Curl Brilliance – Straightening and Waving, Titanium Plates, Ionic Technology, Fast Heating in 15 s, Curved Design, Easy Styling, 5 Temperatures up to 235 °C;B08WMTXJVF;54;54.9;54.9;;;;;;4.4;3108;InStock;Wednesday, 10 December;amazon
6941812798423;;;"XIAOMI Redmi 14C - Smartphone 8+256GB, 6.88"" 120Hz LCD HD+ Display, MediaTek Helio G81 Ultra, Dual Camera with AI 50MP, 5160mAh, NFC, Black (ES Version)";B0DHZJW5Z4;123;;;;Fascinate Blockbuster 2025 Kft.;;;;4.2;1597;InStock;Wednesday, 10 December;amazon
4242006225780;Large Appliances;;Balay - Glass ceramic hob, 60 cm, double giant zone of 21/28 cm, black, without stainless frame, 3EB715LR;B00BFAHLLK;145;;;;Amazon Segunda mano;;;;4.2;785;InStock;Saturday, 13 December;amazon
8421152127247;Large Appliances;;Teka MWE 225 FI – Built-in Microwave with Grill, Capacity 20 L, 5 Power Levels, Output 800 W, Microwave with Grill 20 L, Turntable 24.5 cm, Stainless Steel, Black;B010CT4OCS;152;;;;;;;;4.3;1607;InStock;;amazon
753759324919;Sports & Outdoors;;Garmin Vívoactive 5, Smartwatch with GPS, AMOLED display, Essential Health and Fitness Features and up to 11 days of autonomy;B0CG6NBJ61;191;;;;;;;;4.4;8023;InStock;;amazon
4242005359325;;;Bosch BGB38BA3T Mouthpiece for Keyboard and Drawer, Black;B0C1TMS2S6;97;;;;;;;;1.0;1;InStock;;amazon
8445027154947;;;Moonia - Memory Foam - Premium Cashmere Mattress, 90 x 190 cm - Maximum Comfort - Cloud Effect - Height +/- 27 cm;B0BVBPZ77J;169;169.99;169.99;;HOMEFLEX;;;;3.7;20;InStock;17 - 18 December;amazon
8806084404923;;;"LG 43UR781C 43"" Ultra HD 43"" Smart LED TV";B0CC9CJZHC;271.89;259.0;259.0;;;-5%;;;4.4;73;InStock;16 February - 14 June, 2026;amazon
5099206111998;;;Logitech M240 Silent Bluetooth Mouse, Wireless, Compact, Portable, Smooth Tracking, 18 Months Battery, Windows, MacOS, ChromeOS, Compatible with PC, Mac, Laptops, Tablets - Graphite;B07W6HCFYX;29.99;12.95;12.95;;;-57%;;;4.5;6196;InStock;Wednesday, 10 December;amazon
840353911567;;;"Google Pixel 9 - Unlocked Android Smartphone with Gemini, Advanced Camera, 24 Hour Battery Life and 6.3"" Actua Display - Porcelain, 256GB";B0D7V1TPMC;499;;;;Amazon Segunda mano;;;;4.3;894;InStock;Tuesday, 16 December;amazon
8806095463339;;;Samsung HW-S60D/ZF Soundbar - Wireless Dolby Atmos, SpaceFit Sound Pro, Built-in Subwoofer;B0D15MC2Q8;199;199.0;199.0;;;;;;4.5;305;InStock;Saturday, 3 January;amazon
195949997341;Apple Products;;Apple iPad Air 11-inch with M3 Chip Designed for Apple Intelligence, Liquid Retina Display, 128GB, 12MP Front/Rear Camera, Wi-Fi 6E, Touch ID — Space Gray;B0DZ76JZ9Q;649;569.0;569.0;;;-12%;;;4.8;1072;InStock;9 - 17 December;amazon
6941812742181;;;"XIAOMI Redmi Note 14 Pro - Smartphone 8+256GB, 6.67"" AMOLED FHD+ 120Hz Display, MediaTek Helio G100-Ultra, 200MP Camera, TurboCharge 45W, 5500mAh, Charger Not Included, Black (ES Version)";B0DPHMWDZN;184;184.9;184.9;;Mi.Techno;;;;4.4;1272;InStock;12 - 15 December;amazon
4054278975184;;;Kärcher FC 7 Cordless Electric Mop with Four Microfibre Rollers, Battery Life: Approx. 45 min, Surface Performance per Battery Charge: Approx. 175 m²;B0CGMCD63W;315;315.0;322.5;;Target Device;;;;3.8;4031;InStock;10 - 11 December;amazon
6942103132001;;;Huawei Smart Watch GT 5 46mm Sharp Edges Design Running Cycling Sports Health Tracking Up to 14 Days Battery Life Compatible with iOS and Android;B0DBLJTSSZ;175;;;;Amazon Segunda mano;;;;4.6;651;InStock;Thursday, 11 December;amazon
8806095851488;;;Samsung GALAXY S25 5G SM-S931BZSGEUB;B0DTHP6959;746.99;695.0;695.0;;Abracadabra23;-7%;;;4.6;125;InStock;16 - 17 December;amazon
8806095803043;;;"SAMSUNG S30GD Essential Monitor 27"", Full HD, IPS Panel, 100Hz Refresh Rate, Game Mode, Eye Saver Mode, Less Screen Flickering, HDMI, D-Sub Super Slim Design, LS27D304GAUXEN";B0DSG3H6Y1;99;90.0;90.0;;;-9%;;;4.6;102;InStock;9 - 11 December;amazon
4008496938438;;;Remington Keratin Protect Hair Straightener, Keratin and Almond Oil, Extra Long Floating Plates, Professional Results, Ceramic, 9 Temperatures up to 230 °C, Digital, Brown, S8540;B073ZG6J9N;27;27.99;27.99;;;;;;4.6;24714;InStock;Wednesday, 10 December;amazon
8720389027598;;;EXPRESSO PHILIPS EP2334-10;B0CP6388NQ;359;359.0;359.0;;Ahorroelectro;;;;3.4;2;InStock;12 - 15 December;amazon
5025155094402;;;Proscenic P15 Aspiradora sin Cable 580W/55kPa/70Mins, Aspiradora Escoba Vertical Potente con Pantalla Táctile LED, Antienredo y Modo Automático para Suelos/Alfombras/Pelo de Animales;B0F99M3BVR;159.99;;159.99;;;-5%;;;4.8;1540;InStock;Thursday, 11 December;amazon
8434778013153;;;Teka - Multifunction Oven, Model HCB 6525, ECO Hydroclean Cleaning System, Stainless Steel, 59.5 x 59.5 x 53.7+22, Energy Efficiency A;B0843X4MWT;312;312.99;312.99;;TechInn;;;;4.4;65;InStock;Monday, 22 December;amazon
8806095219936;;;Samsung Buds FE;B0CL31FTSB;68;;;;;;;;4.2;686;InStock;;amazon
6934177785320;;;XIAOMI Robot Vacuum X10 – Robot Vacuum Cleaner and Floor Mop with Intelligent Laser Navigation System (LDS), 4000 Pa Suction, Self-Empty Base, 5200 mAh, White;B0BW4LVTTD;199;;;;Amazon Segunda mano;;;;4.3;1114;InStock;Thursday, 11 December;amazon
8806095573250;;;"Samsung Galaxy Tab S6 Lite SM-P620 128 Go 26.4 cm (10.4"") 4 Go Wi-Fi 5 (802.11ac) Grey";B0D25PRWH2;259;;;;;;;;4.1;27;InStock;;amazon
8710103805618;;;Philips Sonicare Original C3 Premium Plaque Defence Standard Sonic Toothbrush Heads: Pack of 4 in Black (Model HX9044/17);B0747WZ61B;49.99;39.93;39.93;;G Trading ES;-20%;;;4.6;13811;InStock;Thursday, 11 December;amazon
4548736166554;;;SONY WH-CH720N Wireless Bluetooth Headphones Noise Cancelling Headband, Sound, Ambient Sound Mode, Lightweight Design, Up to 50 Hours of Battery, iOS and Android – Pink;B0DYFBHJ5H;33;;;;Amazon Segunda mano;;;;4.5;12626;InStock;Friday, 12 December;amazon
17817852487;;;BOSE SoundLink Flex (2nd Gen) Portable Wireless Bluetooth Speaker Small Powerful for Outdoor Parties, Up to 12H Runtime, IP67 Waterproof and Dustproof, Dark Blue;B0D6WB7BV6;179.95;116.11;116.11;;;-35%;;;4.7;7730;InStock;Monday, 8 December;amazon
5099206103726;;;Logitech MX Master 3S - Ratón Inalámbrico Performance con Desplazamiento Rápido, Ergo, 8K DPI, Funciona sobre Cristal, Clics Silenciosos, USB-C, Bluetooth, Windows, Linux, Chrome - Gris oscuro;B07W5JKHFZ;49;;;;Amazon Segunda mano;;;;4.6;14075;InStock;Thursday, 11 December;amazon
4242006254346;Large Appliances;;Balay - Induction cooktop, 60 cm, giant zone 28 cm, black, without stainless frame, 3EB865FR;B01LWAJQNU;262;;;;;;;;4.4;1474;InStock;;amazon
199291085190;;;EUROLUB Ready Mix Universal RTU Radiator Guard 4 Litre;B0D45BYCYK;19;19.9;29.849999999999998;;Wohnkult Deko Preise inkl. MwSt.;;;;5.0;6;InStock;17 - 19 December;amazon
198990421773;;;Door Lock;B071R4GR15;28;28.0;28.0;;MSQ-CD;;;;4.2;172;InStock;Monday, 8 December;amazon
8806094305012;Large Appliances;;Samsung MG22M8254AK/E1 Integration Microwave 22L 850W/Grill 1100W Black;B0B3DPD5F2;215;;;;;;;;4.3;43;InStock;;amazon
8000070053878;;;Macchina caffè capsule Lavazza Tiny Eco;B0BDMB8878;77;77.33;92.25999999999999;;Amitaly;;;;4.2;79;InStock;11 - 15 December;amazon
4547410520064;;;instax Mini EVO Black-C. Camera and Printer with 2.7 Inch LCD Screen, 10 Lens Effects and 10 Film Effects;B0C8HD6F5W;199.99;187.0;187.0;;;-6%;;;4.6;1481;InStock;Thursday, 11 December;amazon
3121040085714;;;Rowenta Powersteam VR8317 Ironing Centre 2400 W;B09X732Y16;119;;;;;;;;1.0;1;InStock;;amazon
5099206097223;;;Logitech Signature M650 Wireless Mouse - For Small to Medium Hands, 2 Year Battery, Quiet Clicks, Customizable Buttons, Bluetooth, PC/Mac/Multi-Device/Chromebook - Grey;B07W6G822T;53.99;33.95;33.95;;;-37%;;;4.6;10924;InStock;Wednesday, 10 December;amazon
4242002848945;Large Appliances;;Bosch Induction Hob, 60 cm, Series 8, FlexInduction, DirectSelect, PerfectFry, Black, PXY675DC1E;B0191S4TBC;747;747.54;747.54;;;;;;4.5;323;InStock;Friday, 12 December;amazon
4242006290351;Large Appliances;;Balay - Combination refrigerator, 203 x 60 cm, ExtraFresh drawer, LED lighting, White, 3KFE763WI;B0865YZWGP;583;;;;;;;;4.0;219;InStock;;amazon
3121040085400;;;TEFAL ROWENTA VR7361 5 9B 2400W IRONED CENTER;B0BKQY2CN3;83;;;;;;;;4.1;70;InStock;;amazon
8421078038214;;;JATA JESW1551 - Non-stick Sandwich Maker for 4 XXL Sandwiches. Perfect Sealing. Fast and Even Roast. Easy Cleaning. Vertical Storage. 1400 W;B0CJ9DSH6C;49;38.0;38.0;;;-22%;;;4.1;9;InStock;Thursday, 11 December;amazon
198990611419;;;C1 ADVANCED (Key Word Transformation): 30 Practice Tests for the Cambridge Exam;B0DSGH72DG;18;;;;;;;;4.9;11;InStock;Wednesday, 10 December;amazon
8806097072805;;;Samsung A266 Galaxy A26 (6.7'' - 8/256GB) Black;B0F13VWSQW;259.2;248.01;248.01;;Mobilestore GTL;-4%;;;4.0;75;InStock;Wednesday, 10 December;amazon
3016661159121;;;Krups Nescafe Dolce Gusto Piccolo XS Coffee Capsule Coffee Machine, 15 Bar Pressure, 1500 W Power, 0.8 L Reservoir, Multi-Drink Cold and Hot, Manual, Compact, Black and Grey;B08HSJY2JT;59;;;;;;;;4.5;6862;InStock;;amazon
8021098004345;;;Braun MultiQuick 5 MQ 50001 M, Batidora de Mano con Tecnología PowerBell Plus, Minipimer 21 Velocidades+Turbo, Sistema Easy Click Plus, Batidora Ergonómica, Eje de Acero, Vaso de 600ml, 1000W, Blanco;B0D9VYRDT2;42;;;;Amazon Segunda mano;;;;4.6;10649;InStock;Friday, 12 December;amazon
8806098246366;Large Appliances;;LG MH6535GIB – Microwave with grill, 1000 W, Smart Inverter, Digital Display, Transparent Black, 1000 W, 25 L;B07CP9X7RF;165;99.0;99.0;;;-40%;;;4.4;9686;InStock;Friday, 12 December;amazon
8806096012321;;;"LG 24GS60F-B - Ultragear Gaming Monitor, 24 Inches, FHD 1080p, 16:9; IPS Panel, 1920x1080, E-Rated, 180 Hz, 1ms, G-Sync Compatible and FreeSync, HDR10, Tilt Adjustment, Black";B0CX25KT58;108;99.0;99.0;;;-8%;;;4.5;1876;InStock;Thursday, 11 December;amazon
8414234003867;;;Taurus Shining 2400 Ionic Anti-Frizz Ionic Hair Dryer Pro Care Range 2400W 2 Speeds 3 Temperatures Compact Design Cold Air 2 Concentrators and Diffuser;B08FN36FF5;50;35.61;35.61;;;-29%;;;4.3;476;InStock;22 December - 5 January;amazon
4242006310943;Large Appliances;;Balay - Dishwashers, Free installation, 45 cm, Extra Silent Motor, Home Connect, LED Display, Anti-Fingerprint Steel, 3VN4030IA;B0CJVLKVK7;419;419.0;419.0;;;;;;4.7;107;InStock;Monday, 15 December;amazon
8059019040349;;;WASHER DRYER CANDY GOW4854TWM6 8/KG.WASHING 5/KG DRYING 1400/RPM INVERTER BOTTOM 53CM;B0CMRJYX6C;349;349.0;349.0;;TielON – Electrodom. Grandes a pie de calle.;;;;4.0;1;InStock;12 - 15 December;amazon
8435484015554;;;Cecotec Drip Coffee 66 Smart Coffee Machine. 950 W, Programmable 24h, ExtemAroma Technology, AutoClean Function, Stainless Steel Finishes, LCD Display, 1.5 L Glass Jug;B07MLSZXZY;29.9;24.79;24.79;;;-17%;;;4.3;4732;InStock;26 December - 24 January;amazon
6942103104817;;;"Smartwatch Huawei GT4 Classic Green 1,43"" Ø 46mm";B0CFPN2L9T;141.99;;141.99;;ElectroSmartEU;-13%;;;4.5;351;InStock;Thursday, 11 December;amazon
8432729062656;Beauty;;Professional hair curling iron ULTRACURLER-IDEULTRACURL;B07KX5JP23;19;19.99;19.99;;THE BEAUTY CORNER;;;;5.0;1;InStock;Wednesday, 10 December;amazon
8806095478340;Sports & Outdoors;;"Samsung UE43DU7172U 109.2 cm (43"") 4K Ultra HD Smart TV Wi-Fi Noir";B0D3C6V4KR;279;;;;;;;;4.0;88;InStock;;amazon
5099206098954;;;Logitech MX Keys Mini Minimalist Wireless Keyboard, Compact, Bluetooth, Backlit, USB-C, Compatible with Apple macOS, iOS, Windows, Linux, Android, Metal, QWERTY Spanish – Light Grey;B07W4DH1XZ;129;80.5;80.5;;;-38%;;;4.7;8991;InStock;5 - 8 January;amazon
195949975653;Apple Products;;Apple iPad Air 13-inch with M3 Chip designed for Apple Intelligence, Liquid Retina Display, 128GB, 12MP Front/Rear Camera, Wi-Fi 6E, Touch ID and Full-Day Battery Life — Blue;B0DZ762JZP;849;799.0;799.0;;;-6%;;;4.7;444;InStock;Tuesday, 16 December;amazon
8435484083997;;;Cecotec Scoba 2100 Twice Animal Vacuum Cleaner, Brushless Digital Motor, 20 m kpa Suction, 210W, Lightweight Design, Dual Brush Motorized Head, Pet Brush;B0BQ1RZ39V;103.21;93.9;93.9;;;-9%;;;3.5;1451;InStock;Thursday, 11 December;amazon
8445639003619;Large Appliances;;INFINITON | CH-H86WEH - Freezer Chest | Fast Freezing | Silent Design Compressor | Safety Lock | Integrated Handle | Dual System | Defrost 4D | White Finish | Capacity 99 Litres;B0CTTJCRCC;199;184.0;184.0;;INFINITON STORE;-8%;;;2.8;9;InStock;15 - 16 December;amazon
8435484043151;;;Cecotec Bamba ToothCare 1200 Jet Pro Oral Irrigator, 7 Nozzles, Up to 1250-1700 Pulses per Minute, LED Display, Capacity 1000 ml, 10 Pressure Settings, IPX4, UV Disinfection;B09SHTCJWR;39.9;;39.9;;;-8%;;;4.3;1284;InStock;Wednesday, 10 December;amazon
